Store_Ratio,Basket_Ratio,Store_Score,popularity
0.4429999999999999,0.0038799999999999,-31.576,3
0.644,0.292,-18.486,4
0.5920000000000001,0.8370000000000001,-5.7410000000000005,4
0.7559999999999999,0.589,-7.305,4
0.2769999999999999,0.962,-3.408,4
0.653,0.69,-5.003,4
0.179,0.386,-16.369,3
0.696,0.7090000000000001,-7.641,4
0.369,0.901,-4.468999999999999,4
0.1639999999999999,0.652,-22.063,4
0.7859999999999999,0.813,-8.979,4
0.6,0.648,-4.955,4
0.575,0.471,-12.923,4
0.647,0.7829999999999999,-7.712999999999999,4
0.721,0.316,-11.469,4
0.3929999999999999,0.486,-10.908,4
0.632,0.537,-9.043,3
0.49,0.8109999999999999,-2.524,4
0.6940000000000001,0.7120000000000001,-3.923,4
0.505,0.0671,-22.562,3
0.4629999999999999,0.701,-5.893,4
0.514,0.088,-18.182,4
0.4529999999999999,0.736,-8.651,4
0.521,0.265,-18.229,4
0.785,0.4679999999999999,-7.457000000000001,4
0.526,0.385,-13.755,4
0.754,0.349,-14.519,3
0.75,0.9,-3.604,4
0.65,0.738,-6.46,4
0.62,0.718,-6.127000000000001,4
0.821,0.527,-9.574,4
0.6829999999999999,0.7509999999999999,-10.184,4
0.5670000000000001,0.434,-12.755,4
0.204,0.0799,-22.987,1
0.6409999999999999,0.28,-13.989,4
0.7120000000000001,0.8220000000000001,-3.728,4
0.682,0.389,-11.072,4
0.6459999999999999,0.517,-8.991,4
0.669,0.396,-8.724,4
0.664,0.945,-3.846,4
0.632,0.8759999999999999,-5.21,4
0.5539999999999999,0.7829999999999999,-5.852,4
0.8370000000000001,0.351,-12.984000000000002,4
0.133,0.00512,-33.295,4
0.337,0.809,-2.969,4
0.491,0.7759999999999999,-3.887,4
0.132,0.00869,-30.782,4
0.584,0.7,-4.275,4
0.211,0.252,-20.785,4
0.552,0.517,-15.529000000000002,4
0.528,0.421,-16.302,4
0.395,0.147,-19.174,4
0.8,0.802,-5.439,4
0.611,0.23,-16.498,4
0.77,0.915,-3.616,4
0.71,0.482,-5.537000000000001,4
0.758,0.862,-4.217,4
0.405,0.603,-6.026,4
0.784,0.957,-10.059,4
0.815,0.518,-6.593999999999999,4
0.418,0.945,-5.406000000000001,4
0.236,0.0536,-22.153,4
0.472,0.066,-17.374000000000002,4
0.55,0.8740000000000001,-4.046,4
0.555,0.24,-17.224,4
0.662,0.7390000000000001,-5.354,4
0.551,0.214,-17.887,4
0.42,0.429,-10.9,4
0.5579999999999999,0.109,-15.961,4
0.799,0.4429999999999999,-9.183,4
0.369,0.00543,-27.261,4
0.512,0.884,-5.659,4
0.509,0.0587,-27.114,4
0.672,0.735,-4.7330000000000005,4
0.3379999999999999,0.118,-14.273,4
0.357,0.141,-14.922,4
0.7040000000000001,0.758,-3.537,4
0.241,0.97,-4.246,4
0.505,0.0171,-24.684,4
0.8340000000000001,0.738,-6.904,4
0.687,0.5770000000000001,-7.801,4
0.5379999999999999,0.376,-7.167000000000001,4
0.5820000000000001,0.39,-13.825,4
0.425,0.852,-5.607,4
0.882,0.767,-10.314,4
0.41,0.0105,-25.507,3
0.4479999999999999,0.35,-16.239,4
0.632,0.103,-19.543,4
0.552,0.0127,-33.31,4
0.598,0.6459999999999999,-4.862,4
0.753,0.777,-7.318,4
0.731,0.918,-4.774,4
0.105,0.104,-18.983,3
0.705,0.882,-3.201,4
0.583,0.499,-10.267,4
0.488,0.493,-7.87,4
0.624,0.746,-8.593,4
0.5820000000000001,0.26,-10.886,4
0.33,0.00379,-26.367,5
0.782,0.7959999999999999,-4.982,4
0.311,0.376,-12.628,4
0.4539999999999999,0.555,-8.978,4
0.5660000000000001,0.711,-4.315,4
0.626,0.0295,-25.734,4
0.565,0.527,-5.035,4
0.741,0.634,-6.849,4
0.41,0.0735,-30.013,4
0.49,0.316,-9.272,4
0.6409999999999999,0.324,-5.851,4
0.346,0.0192,-33.791,4
0.6579999999999999,0.145,-21.093000000000004,4
0.7,0.631,-8.377,4
0.818,0.51,-9.173,4
0.627,0.331,-14.288,4
0.563,0.89,-7.349,4
0.537,0.118,-17.55,3
0.551,0.696,-6.192,4
0.516,0.0553,-27.568,4
0.534,0.863,-4.6160000000000005,4
0.599,0.7609999999999999,-6.8870000000000005,4
0.313,0.185,-17.131,4
0.532,0.662,-8.093,4
0.7,0.6970000000000001,-5.249,4
0.7290000000000001,0.725,-6.723,4
0.165,0.0345,-27.332,3
0.475,0.203,-18.915,5
0.545,0.301,-14.99,4
0.375,0.114,-24.786,4
0.408,0.0361,-20.336,3
0.779,0.72,-4.702,4
0.54,0.0466,-26.103,4
0.145,0.00849,-32.037,1
0.5870000000000001,0.482,-10.834,4
0.126,0.104,-21.064,5
0.351,0.847,-5.215,4
0.311,0.0253,-30.561,4
0.74,0.451,-13.428,3
0.595,0.384,-12.114,4
0.688,0.505,-11.77,4
0.8140000000000001,0.883,-7.636,4
0.8079999999999999,0.174,-14.565,4
0.679,0.693,-10.519,4
0.557,0.18,-15.417,4
0.433,0.46,-10.441,4
0.665,0.721,-9.164,4
0.43,0.96,-2.721,4
0.623,0.251,-13.098,4
0.508,0.528,-13.241,4
0.601,0.178,-17.512,4
0.556,0.8290000000000001,-5.122999999999999,4
0.787,0.78,-5.023,4
0.737,0.7829999999999999,-2.983,4
0.779,0.669,-4.553,4
0.7559999999999999,0.667,-6.83,4
0.291,0.0366,-28.232,4
0.7040000000000001,0.64,-6.697,4
0.625,0.831,-2.186,4
0.499,0.0616,-21.406,4
0.748,0.755,-7.28,4
0.257,0.299,-9.991,3
0.723,0.541,-4.752,4
0.926,0.542,-5.064,4
0.617,0.421,-14.231,4
0.326,0.0244,-31.443,4
0.611,0.983,-3.12,4
0.225,0.0972,-21.852,4
0.7190000000000001,0.7340000000000001,-7.607,4
0.644,0.0975,-17.301,3
0.353,0.0993,-25.317,3
0.7390000000000001,0.809,-5.134,4
0.892,0.634,-8.026,4
0.225,0.0998,-28.557,3
0.547,0.257,-12.358,4
0.491,0.511,-9.237,4
0.299,0.0927,-21.554,4
0.332,0.251,-11.459,4
0.884,0.747,-5.555,4
0.532,0.335,-13.643,4
0.259,0.311,-19.27,3
0.784,0.496,-5.746,4
0.247,0.76,-7.944,4
0.481,0.134,-17.099,3
0.262,0.00716,-32.288000000000004,3
0.552,0.727,-8.437000000000001,3
0.562,0.498,-10.617,4
0.578,0.866,-3.804,4
0.417,0.437,-11.917,4
0.7340000000000001,0.978,-4.5680000000000005,4
0.6890000000000001,0.267,-13.808,4
0.612,0.68,-7.454,4
0.6829999999999999,0.741,-5.283,4
0.17,0.0038799999999999,-22.555,4
0.893,0.6409999999999999,-5.944,4
0.187,0.0298,-28.044,3
0.485,0.718,-5.132999999999999,4
0.899,0.528,-5.442,4
0.652,0.911,-4.168,4
0.679,0.5529999999999999,-14.687,4
0.138,0.0055299999999999,-33.681999999999995,4
0.536,0.322,-12.834,4
0.32,0.00892,-29.206,4
0.174,0.138,-21.229,3
0.752,0.5489999999999999,-10.532,4
0.515,0.426,-7.935,4
0.78,0.261,-9.626,4
0.804,0.674,-12.884,4
0.581,0.451,-14.681,4
0.412,0.109,-16.518,4
0.7490000000000001,0.82,-6.114,4
0.5670000000000001,0.0249,-21.912,4
0.835,0.601,-3.871,4
0.503,0.265,-15.913,4
0.419,0.182,-14.567,4
0.65,0.28,-7.442,3
0.6679999999999999,0.473,-15.402,4
0.539,0.779,-4.138999999999999,4
0.536,0.57,-6.664,4
0.4429999999999999,0.497,-8.99,4
0.6890000000000001,0.841,-3.74,4
0.294,0.356,-11.963,3
0.562,0.3289999999999999,-8.556000000000001,4
0.619,0.0117,-27.467,4
0.6,0.504,-9.761,4
0.3279999999999999,0.185,-12.1,4
0.395,0.252,-13.589,4
0.722,0.867,-3.652,4
0.3389999999999999,0.214,-11.714,3
0.569,0.8959999999999999,-2.613,4
0.7040000000000001,0.884,-6.275,4
0.131,0.05,-28.976,4
0.703,0.638,-5.019,4
0.75,0.4039999999999999,-10.178,4
0.564,0.0515,-15.118,4
0.6609999999999999,0.3429999999999999,-12.409,4
0.569,0.184,-12.842,4
0.512,0.996,-2.1,4
0.6409999999999999,0.324,-5.851,4
0.306,0.00237,-29.645,3
0.7659999999999999,0.64,-8.72,4
0.623,0.201,-11.71,4
0.85,0.3879999999999999,-10.674,4
0.503,0.943,-7.367999999999999,4
0.257,0.0123,-34.145,4
0.604,0.894,-4.755,4
0.626,0.621,-11.059,4
0.769,0.479,-5.339,4
0.531,0.909,-4.236000000000001,4
0.7140000000000001,0.816,-9.401,4
0.402,0.754,-4.837,4
0.821,0.496,-10.959,4
0.596,0.373,-8.888,4
0.262,0.928,-2.795,4
0.478,0.272,-16.160999999999998,4
0.637,0.7759999999999999,-7.648,4
0.64,0.755,-4.077,4
0.5820000000000001,0.718,-5.91,4
0.778,0.317,-10.732,4
0.351,0.3329999999999999,-14.970999999999998,4
0.721,0.539,-14.064,4
0.242,0.00627,-28.104,3
0.887,0.8759999999999999,-5.831,4
0.5329999999999999,0.6859999999999999,-7.172000000000001,4
0.731,0.307,-15.092,4
0.765,0.523,-4.333,4
0.314,0.102,-20.733,4
0.6759999999999999,0.7509999999999999,-6.83,4
0.645,0.2239999999999999,-9.04,4
0.645,0.672,-4.104,3
0.536,0.136,-17.292,4
0.3989999999999999,0.492,-10.777,4
0.6559999999999999,0.755,-7.952000000000001,4
0.784,0.631,-9.952,4
0.5579999999999999,0.768,-9.997,4
0.623,0.401,-13.573,4
0.944,0.679,-8.095,4
0.78,0.376,-13.874,4
0.897,0.556,-9.499,4
0.843,0.432,-5.658,4
0.491,0.489,-11.815,4
0.672,0.733,-8.457,4
0.141,0.0772,-21.482,4
0.523,0.402,-8.232999999999999,4
0.5870000000000001,0.042,-26.341,4
0.6579999999999999,0.515,-7.282999999999999,4
0.58,0.444,-10.056,4
0.885,0.581,-8.812999999999999,4
0.6659999999999999,0.8540000000000001,-8.442,4
0.292,0.0251,-25.342,4
0.422,0.264,-7.064,4
0.72,0.542,-7.582999999999999,4
0.516,0.7020000000000001,-5.312,4
0.713,0.506,-5.975,4
0.429,0.8340000000000001,-3.848,4
0.8059999999999999,0.346,-10.885,4
0.281,0.00943,-22.661,5
0.552,0.988,-2.555,4
0.584,0.89,-5.941,4
0.4529999999999999,0.914,-3.445,4
0.647,0.8220000000000001,-4.662,4
0.499,0.6920000000000001,-5.446000000000001,4
0.373,0.51,-13.201,4
0.362,0.0795,-28.018,4
0.17,0.22,-17.901,3
0.794,0.3779999999999999,-7.935,4
0.3429999999999999,0.264,-13.504,4
0.402,0.0717,-18.852,4
0.711,0.684,-8.866,4
0.74,0.787,-7.76,4
0.623,0.57,-9.706,4
0.537,0.573,-9.106,4
0.627,0.351,-7.898,4
0.509,0.407,-9.063,3
0.618,0.544,-6.336,4
0.649,0.5660000000000001,-12.913,4
0.672,0.434,-7.96,4
0.478,0.848,-3.85,4
0.847,0.6779999999999999,-8.635,4
0.7070000000000001,0.407,-7.045,4
0.6409999999999999,0.8420000000000001,-6.738,4
0.696,0.574,-8.527999999999999,4
0.1119999999999999,0.0264,-28.927,4
0.583,0.732,-5.728,4
0.296,0.31,-21.559,4
0.597,0.157,-17.199,4
0.687,0.873,-3.803,4
0.377,0.11,-23.408,4
0.575,0.33,-7.95,3
0.684,0.8079999999999999,-2.737,4
0.515,0.104,-21.947,4
0.703,0.563,-9.99,4
0.309,0.0259,-35.156,3
0.421,0.259,-12.237,4
0.35,0.412,-12.978,4
0.46,0.602,-6.534,4
0.677,0.363,-10.734000000000002,4
0.21,0.43,-4.768,3
0.33,0.556,-11.494000000000002,4
0.515,0.322,-12.300999999999998,4
0.755,0.81,-4.061,4
0.532,0.825,-5.287000000000001,4
0.313,0.145,-21.546,4
0.6890000000000001,0.521,-5.845,4
0.578,0.862,-3.059,4
0.59,0.555,-6.852,4
0.299,0.522,-6.394,4
0.3939999999999999,0.0139999999999999,-26.686,4
0.747,0.937,-5.746,4
0.569,0.0134,-26.967,3
0.249,0.0136,-32.011,4
0.66,0.159,-16.346,4
0.4379999999999999,0.315,-10.941,4
0.653,0.976,-5.172999999999999,4
0.324,0.1969999999999999,-10.191,3
0.35,0.00844,-32.596,3
0.561,0.596,-5.767,4
0.705,0.728,-11.413,5
0.7659999999999999,0.488,-6.402,4
0.691,0.357,-12.579,4
0.687,0.514,-6.612,4
0.628,0.821,-2.721,4
0.5920000000000001,0.725,-8.698,4
0.515,0.645,-6.265,4
0.6629999999999999,0.485,-9.361,4
0.6970000000000001,0.276,-15.648,4
0.705,0.64,-6.928,4
0.371,0.5820000000000001,-7.371,4
0.662,0.953,-2.8760000000000003,4
0.462,0.836,-5.766,4
0.58,0.4679999999999999,-11.482,4
0.838,0.4529999999999999,-11.536,4
0.767,0.8340000000000001,-8.138,4
0.525,0.83,-4.832,3
0.1119999999999999,0.0264,-28.927,4
0.752,0.8009999999999999,-4.812,4
0.675,0.0235,-23.994,3
0.557,0.37,-8.214,4
0.623,0.787,-5.1770000000000005,4
0.5710000000000001,0.747,-4.659,4
0.401,0.998,-3.161,4
0.687,0.5770000000000001,-7.801,4
0.192,0.0268,-27.812,4
0.319,0.974,-4.533,4
0.401,0.0273,-30.596,4
0.7120000000000001,0.696,-4.7780000000000005,4
0.665,0.126,-14.4,3
0.728,0.228,-13.442,4
0.639,0.0808,-29.056,3
0.273,0.0468,-21.614,4
0.465,0.257,-19.175,4
0.7929999999999999,0.78,-5.12,4
0.252,0.0436,-34.031,4
0.4539999999999999,0.43,-10.657,5
0.395,0.015,-27.584,3
0.636,0.3229999999999999,-7.975,4
0.659,0.5870000000000001,-7.569,4
0.4579999999999999,0.843,-7.2010000000000005,4
0.726,0.4639999999999999,-10.439,4
0.632,0.595,-7.644,4
0.644,0.5539999999999999,-6.478,4
0.535,0.0206,-25.582,4
0.715,0.469,-8.674,4
0.711,0.731,-6.651,4
0.2239999999999999,0.0138,-30.011,4
0.718,0.136,-12.65,4
0.706,0.7509999999999999,-6.323,4
0.208,0.168,-18.377,4
0.565,0.377,-17.469,4
0.484,0.0733,-23.435,4
0.634,0.774,-11.554,4
0.635,0.455,-9.03,4
0.32,0.00892,-29.206,4
0.6629999999999999,0.826,-3.786,4
0.7340000000000001,0.594,-7.006,4
0.701,0.943,-2.986,4
0.7070000000000001,0.866,-4.097,4
0.331,0.1639999999999999,-20.87,5
0.645,0.795,-5.439,4
0.672,0.638,-12.274,4
0.752,0.905,-7.072,4
0.332,0.0111,-31.938,4
0.705,0.705,-7.042999999999999,4
0.7190000000000001,0.79,-8.765,4
0.437,0.301,-8.519,4
0.3279999999999999,0.461,-8.79,4
0.357,0.425,-7.301,3
0.556,0.148,-15.182,3
0.787,0.607,-9.133,4
0.726,0.815,-4.968999999999999,4
0.642,0.698,-6.907,4
0.7340000000000001,0.7659999999999999,-4.485,4
0.8059999999999999,0.362,-10.380999999999998,4
0.523,0.564,-9.647,4
0.358,0.644,-8.027000000000001,4
0.3989999999999999,0.332,-13.223,4
0.258,0.129,-24.889,4
0.65,0.178,-14.300999999999998,4
0.497,0.569,-10.632,4
0.44,0.95,-2.365,4
0.216,0.196,-16.989,4
0.439,0.55,-8.745,4
0.147,0.149,-19.16,4
0.782,0.544,-7.151,4
0.7040000000000001,0.884,-6.275,4
0.0644,0.0435,-29.052,4
0.636,0.815,-5.098,4
0.748,0.524,-5.599,4
0.296,0.892,-5.584,3
0.5660000000000001,0.889,-5.22,4
0.659,0.456,-8.883,4
0.198,0.0899,-25.087,4
0.741,0.466,-5.737,4
0.76,0.479,-5.574,4
0.369,0.3,-11.994000000000002,3
0.51,0.0067599999999999,-29.957,4
0.336,0.00779,-32.187,4
0.669,0.368,-15.863,4
0.3979999999999999,0.56,-6.839,3
0.619,0.0746,-25.086,4
0.457,0.987,-4.488,4
0.6629999999999999,0.00652,-23.159,3
0.389,0.148,-11.011,4
0.675,0.75,-5.266,4
0.322,0.0028,-34.659,4
0.484,0.508,-9.308,4
0.67,0.6679999999999999,-4.306,4
0.637,0.314,-15.802,4
0.728,0.974,-8.134,4
0.609,0.366,-14.752,3
0.65,0.5579999999999999,-3.082,4
0.7559999999999999,0.6609999999999999,-5.769,4
0.195,0.111,-25.778,4
0.606,0.706,-9.665,4
0.386,0.00157,-39.417,4
0.5670000000000001,0.434,-15.463,4
0.216,0.138,-20.229,4
0.625,0.767,-4.098,4
0.342,0.0322,-28.941,4
0.588,0.31,-11.16,4
0.217,0.131,-22.127,1
0.642,0.483,-10.486,4
0.4629999999999999,0.00646,-25.569000000000003,1
0.843,0.447,-7.917000000000001,4
0.73,0.7190000000000001,-13.856,4
0.655,0.941,-5.185,4
0.61,0.665,-6.926,4
0.705,0.7140000000000001,-6.39,4
0.772,0.371,-5.742999999999999,4
0.636,0.442,-13.984000000000002,4
0.605,0.247,-11.775,3
0.74,0.531,-7.859,4
0.81,0.411,-12.435,4
0.356,0.317,-10.467,3
0.708,0.879,-5.222,4
0.7659999999999999,0.563,-7.516,4
0.1889999999999999,0.00495,-29.069000000000003,3
0.691,0.4539999999999999,-9.13,4
0.291,0.027,-27.265,3
0.7709999999999999,0.8809999999999999,-5.593999999999999,4
0.968,0.345,-14.17,4
0.589,0.8809999999999999,-4.62,4
0.852,0.812,-6.917999999999999,4
0.7140000000000001,0.868,-4.596,4
0.873,0.7190000000000001,-5.948,4
0.264,0.012,-25.53,1
0.497,0.757,-4.189,4
0.574,0.885,-8.482000000000001,4
0.741,0.516,-9.416,4
0.638,0.867,-6.468999999999999,4
0.795,0.462,-9.47,3
0.415,0.461,-15.262,4
0.637,0.8370000000000001,-6.12,4
0.346,0.356,-7.95,4
0.698,0.2239999999999999,-15.477,4
0.225,0.0364,-28.288,1
0.7040000000000001,0.429,-9.865,5
0.2789999999999999,0.0331,-21.254,4
0.478,0.0981,-19.54,3
0.106,0.00541,-34.765,5
0.6990000000000001,0.46,-12.334,4
0.482,0.24,-12.191,1
0.276,0.152,-18.501,4
0.765,0.89,-4.6080000000000005,4
0.478,0.0981,-19.54,3
0.664,0.7140000000000001,-6.645,4
0.432,0.0217,-28.493,3
0.377,0.147,-15.412,3
0.573,0.245,-12.946,4
0.706,0.3879999999999999,-5.981,4
0.537,0.203,-13.052,4
0.505,0.858,-9.438,4
0.346,0.0943,-13.632,3
0.54,0.931,-3.811,4
0.192,0.737,-5.319,5
0.86,0.488,-6.431,4
0.5589999999999999,0.172,-10.636,4
0.708,0.8370000000000001,-9.083,4
0.725,0.818,-7.272,4
0.616,0.351,-12.518,4
0.113,0.113,-20.934,5
0.66,0.805,-5.352,4
0.906,0.5670000000000001,-9.224,4
0.6409999999999999,0.892,-8.586,4
0.493,0.207,-19.461,4
0.407,0.0132,-30.891,3
0.342,0.999,-13.379,3
0.53,0.0871,-20.368,4
0.486,0.449,-10.298,4
0.4629999999999999,0.0623,-27.676,4
0.341,0.181,-12.073,4
0.609,0.639,-4.662,4
0.493,0.556,-11.351,4
0.7490000000000001,0.503,-7.46,4
0.528,0.3429999999999999,-7.62,4
0.594,0.7809999999999999,-5.339,4
0.773,0.67,-8.89,4
0.759,0.7709999999999999,-7.152,4
0.698,0.6609999999999999,-9.674,4
0.607,0.802,-6.849,4
0.4639999999999999,0.3279999999999999,-9.005,3
0.5479999999999999,0.519,-10.352,4
0.411,0.203,-15.98,4
0.306,0.000634,-43.244,4
0.8590000000000001,0.153,-15.918,4
0.64,0.6779999999999999,-7.945,4
0.521,0.6809999999999999,-5.468999999999999,4
0.597,0.115,-9.217,4
0.6920000000000001,0.425,-12.271,4
0.4429999999999999,0.956,-6.198,4
0.2739999999999999,0.0417,-23.499,4
0.49,0.157,-18.181,3
0.5660000000000001,0.349,-21.232,4
0.563,0.688,-4.474,4
0.216,0.196,-16.989,4
0.667,0.3279999999999999,-12.139,4
0.332,0.0279999999999999,-24.11,4
0.615,0.518,-13.831,4
0.7120000000000001,0.396,-8.322000000000001,4
0.389,0.476,-9.342,4
0.354,0.461,-14.339,4
0.583,0.898,-2.954,4
0.753,0.537,-7.466,4
